AY_ID,EXAM_ID,SUB_ID,ADMNO,MARKS_OBTAINED
2022-2023,PT3,Mathematics,3912,17
2022-2023,PT3,Mathematics,3913,16
2022-2023,PT3,Mathematics,3914,19.5
2022-2023,PT3,Mathematics,3915,14
2022-2023,PT3,Mathematics,3916,11.5
2022-2023,PT3,Mathematics,3917,15
2022-2023,PT3,Mathematics,3918,15
2022-2023,PT3,Mathematics,3919,16
2022-2023,PT3,Mathematics,3920,18
2022-2023,PT3,Mathematics,3921,19.5
2022-2023,PT3,Mathematics,3922,14
2022-2023,PT3,Mathematics,3923,18
2022-2023,PT3,Mathematics,3924,20
2022-2023,PT3,Mathematics,3925,17
2022-2023,PT3,Mathematics,3926,19
2022-2023,PT3,Mathematics,3927,17
2022-2023,PT3,Mathematics,3928,19
2022-2023,PT3,Mathematics,3929,15
2022-2023,PT3,Mathematics,3930,16
2022-2023,PT3,Mathematics,3931,19
2022-2023,PT3,Mathematics,3932,20
2022-2023,PT3,Mathematics,3933,17
2022-2023,PT3,Mathematics,3934,11.5
2022-2023,PT3,Mathematics,3935,15.5
2022-2023,PT3,Mathematics,3936,0
2022-2023,PT3,Mathematics,3937,7
2022-2023,PT3,Mathematics,3938,20
2022-2023,PT3,Mathematics,3939,15
2022-2023,PT3,Mathematics,3940,0
2022-2023,PT3,Mathematics,3941,15.5
2022-2023,PT3,Mathematics,3943,20
2022-2023,PT3,Mathematics,3944,20
2022-2023,PT3,Mathematics,3945,17
2022-2023,PT3,Mathematics,3946,16
2022-2023,PT3,Mathematics,3947,11.5
2022-2023,PT3,Mathematics,3948,17
2022-2023,PT3,Mathematics,3949,13
2022-2023,PT3,Mathematics,3950,20
2022-2023,PT3,Mathematics,3951,19.5
2022-2023,PT3,Mathematics,3952,17
2022-2023,PT3,Mathematics,3953,13
2022-2023,PT3,Mathematics,3954,0
2022-2023,PT3,Mathematics,3955,11.5
2022-2023,PT3,Mathematics,3956,16.5
2022-2023,PT3,Mathematics,3957,13.5
2022-2023,PT3,Mathematics,3958,0
2022-2023,PT3,Mathematics,3959,19
2022-2023,PT3,Mathematics,3960,18
2022-2023,PT3,Mathematics,3962,17
2022-2023,PT3,Mathematics,3963,15.5
2022-2023,PT3,Mathematics,3964,11
2022-2023,PT3,Mathematics,3965,17
2022-2023,PT3,Mathematics,3966,19
2022-2023,PT3,Mathematics,3967,15.5
2022-2023,PT3,Mathematics,3968,12.5
2022-2023,PT3,Mathematics,3969,20
2022-2023,PT3,Mathematics,3970,0
2022-2023,PT3,Mathematics,3971,18
2022-2023,PT3,Mathematics,3972,13
2022-2023,PT3,Mathematics,3973,18.5
2022-2023,PT3,Mathematics,3974,20
2022-2023,PT3,Mathematics,3975,17
2022-2023,PT3,Mathematics,3976,20
2022-2023,PT3,Mathematics,3977,20
2022-2023,PT3,Mathematics,3978,20
2022-2023,PT3,Mathematics,3979,12
2022-2023,PT3,Mathematics,3981,12
2022-2023,PT3,Mathematics,3982,20
2022-2023,PT3,Mathematics,3983,20
2022-2023,PT3,Mathematics,3984,13.5
2022-2023,PT3,Mathematics,3985,14
2022-2023,PT3,Mathematics,3986,18.5
2022-2023,PT3,Mathematics,3987,17
2022-2023,PT3,Mathematics,3988,0
2022-2023,PT3,Mathematics,3989,19.5
2022-2023,PT3,Mathematics,3990,0
2022-2023,PT3,Mathematics,3991,20
2022-2023,PT3,Mathematics,3992,16
2022-2023,PT3,Mathematics,3993,17
2022-2023,PT3,Mathematics,3994,17.5
2022-2023,PT3,Mathematics,3995,13
2022-2023,PT3,Mathematics,3996,13
2022-2023,PT3,Mathematics,3997,13
2022-2023,PT3,Mathematics,3998,17.5
2022-2023,PT3,Mathematics,3999,17
2022-2023,PT3,Mathematics,4000,12
2022-2023,PT3,Mathematics,4001,18
2022-2023,PT3,Mathematics,4002,15.5
2022-2023,PT3,Mathematics,4003,18.5
2022-2023,PT3,Mathematics,4004,16.5
2022-2023,PT3,Mathematics,4005,20
2022-2023,PT3,Mathematics,4006,0
2022-2023,PT3,Mathematics,4007,18.5
2022-2023,PT3,Mathematics,4008,12
2022-2023,PT3,Mathematics,4009,12
2022-2023,PT3,Mathematics,4010,20
2022-2023,PT3,Mathematics,4011,16.5
2022-2023,PT3,Mathematics,4012,0
2022-2023,PT3,Mathematics,4013,0
2022-2023,PT3,Mathematics,4014,0
2022-2023,PT3,Mathematics,4015,14.5
2022-2023,PT3,Mathematics,4016,20
2022-2023,PT3,Mathematics,4017,20
2022-2023,PT3,Mathematics,4019,20
2022-2023,PT3,Mathematics,4020,20
2022-2023,PT3,Mathematics,4021,18
2022-2023,PT3,Mathematics,4022,13
2022-2023,PT3,Mathematics,4023,18
2022-2023,PT3,Mathematics,4024,19
2022-2023,PT3,Mathematics,4025,17
2022-2023,PT3,Mathematics,4026,19
2022-2023,PT3,Mathematics,4027,16
2022-2023,PT3,Mathematics,4028,0
2022-2023,PT3,Mathematics,4029,20
2022-2023,PT3,Mathematics,4030,0
2022-2023,PT3,Mathematics,4031,16
2022-2023,PT3,Mathematics,4032,18
2022-2023,PT3,Mathematics,4033,20
2022-2023,PT3,Mathematics,4034,19
2022-2023,PT3,Mathematics,4035,18
2022-2023,PT3,Mathematics,4036,15
2022-2023,PT3,Mathematics,4037,17.5
2022-2023,PT3,Mathematics,4038,18
2022-2023,PT3,Mathematics,4039,13
2022-2023,PT3,Mathematics,4040,13.5
2022-2023,PT3,Mathematics,4041,17
2022-2023,PT3,Mathematics,4042,17.5
2022-2023,PT3,Mathematics,4043,19.5
2022-2023,PT3,Mathematics,4044,19.5
2022-2023,PT3,Mathematics,4045,19
2022-2023,PT3,Mathematics,4046,13.5
2022-2023,PT3,Mathematics,4047,16
2022-2023,PT3,Mathematics,4048,9.5
2022-2023,PT3,Mathematics,4049,18.5
2022-2023,PT3,Mathematics,4050,13
2022-2023,PT3,Mathematics,4051,18
2022-2023,PT3,Mathematics,4052,19
2022-2023,PT3,Mathematics,4053,20
2022-2023,PT3,Mathematics,4054,20
2022-2023,PT3,Mathematics,4055,16.5
2022-2023,PT3,Mathematics,4056,20
2022-2023,PT3,Mathematics,4058,18
2022-2023,PT3,Mathematics,4059,19
2022-2023,PT3,Mathematics,4060,13
2022-2023,PT3,Mathematics,4061,18.5
2022-2023,PT3,Mathematics,4062,19
2022-2023,PT3,Mathematics,4064,18
2022-2023,PT3,Mathematics,4065,18
2022-2023,PT3,Mathematics,4066,0
2022-2023,PT3,Mathematics,4067,0
2022-2023,PT3,Mathematics,4068,14.5
2022-2023,PT3,Mathematics,4069,16
2022-2023,PT3,Mathematics,4070,18
2022-2023,PT3,Mathematics,4071,15.5
2022-2023,PT3,Mathematics,4072,16
2022-2023,PT3,Mathematics,4073,10
2022-2023,PT3,Mathematics,4076,10.5
2022-2023,PT3,Mathematics,4077,20
2022-2023,PT3,Mathematics,4078,0
2022-2023,PT3,Mathematics,4080,19
2022-2023,PT3,Mathematics,4082,19
2022-2023,PT3,Mathematics,4083,16.5
2022-2023,PT3,Mathematics,4084,4.5
2022-2023,PT3,Mathematics,4085,17.5
2022-2023,PT3,Mathematics,4086,19.5
2022-2023,PT3,Mathematics,4087,19
2022-2023,PT3,Mathematics,4088,10
2022-2023,PT3,Mathematics,4089,15.5
2022-2023,PT3,Mathematics,4090,12.5
2022-2023,PT3,Mathematics,4091,17
2022-2023,PT3,Mathematics,4093,16
2022-2023,PT3,Mathematics,4094,14.5
2022-2023,PT3,Mathematics,4095,18
2022-2023,PT3,Mathematics,4096,16.5
2022-2023,PT3,Mathematics,4098,0
2022-2023,PT3,Mathematics,4099,17.5
2022-2023,PT3,Mathematics,4100,20
2022-2023,PT3,Mathematics,4101,19
2022-2023,PT3,Mathematics,4102,12
2022-2023,PT3,Mathematics,4103,15.5
2022-2023,PT3,Mathematics,4104,17
2022-2023,PT3,Mathematics,4105,13.5
2022-2023,PT3,Mathematics,4106,8
2022-2023,PT3,Mathematics,4107,12
2022-2023,PT3,Mathematics,4296,17
2022-2023,PT3,Mathematics,4297,8
2022-2023,PT3,Mathematics,4298,19.5
2022-2023,PT3,Mathematics,4299,0
2022-2023,PT3,Mathematics,4301,16
2022-2023,PT3,Mathematics,4302,16.5
2022-2023,PT3,Mathematics,4303,19
2022-2023,PT3,Mathematics,4304,10.5
2022-2023,PT3,Mathematics,4305,15
2022-2023,PT3,Mathematics,4310,15
2022-2023,PT3,Mathematics,4317,17.5
2022-2023,PT3,Mathematics,4319,0
2022-2023,PT3,Mathematics,4320,0
2022-2023,PT3,Mathematics,4321,0
2022-2023,PT3,Mathematics,4322,16
2022-2023,PT3,Mathematics,4323,9.5
2022-2023,PT3,Mathematics,4324,17
2022-2023,PT3,Mathematics,4326,14
2022-2023,PT3,Mathematics,4327,9
2022-2023,PT3,Mathematics,4328,9
2022-2023,PT3,Mathematics,4329,6
2022-2023,PT3,Mathematics,4330,20
2022-2023,PT3,Mathematics,4331,19
2022-2023,PT3,Mathematics,4335,9
2022-2023,PT3,Mathematics,4336,15
2022-2023,PT3,Mathematics,4337,9.5
2022-2023,PT3,Mathematics,4338,17.5
2022-2023,PT3,Mathematics,4339,20
2022-2023,PT3,Mathematics,4340,18
2022-2023,PT3,Mathematics,4342,19
2022-2023,PT3,Mathematics,4344,0
2022-2023,PT3,Mathematics,4345,18
2022-2023,PT3,Mathematics,4349,8.5
2022-2023,PT3,Mathematics,4350,19
2022-2023,PT3,Mathematics,4351,20
2022-2023,PT3,Mathematics,4352,17
2022-2023,PT3,Mathematics,4357,18
2022-2023,PT3,Mathematics,4361,1
2022-2023,PT3,Mathematics,4362,7
2022-2023,PT3,Mathematics,4363,11
2022-2023,PT3,Mathematics,4364,16
2022-2023,PT3,Mathematics,4446,17
2022-2023,PT3,Mathematics,4447,17
2022-2023,PT3,Mathematics,4489,16.5
2022-2023,PT3,Mathematics,4492,15
2022-2023,PT3,Mathematics,4494,11
2022-2023,PT3,Mathematics,4496,20
2022-2023,PT3,Mathematics,4499,18.5
2022-2023,PT3,Mathematics,4500,13
2022-2023,PT3,Mathematics,4501,20
2022-2023,PT3,Mathematics,4502,19.5
2022-2023,PT3,Mathematics,4504,10
2022-2023,PT3,Mathematics,4536,13
2022-2023,PT3,Mathematics,4546,13
2022-2023,PT3,Mathematics,4548,17
2022-2023,PT3,Mathematics,4549,14.5
2022-2023,PT3,Mathematics,4550,15
2022-2023,PT3,Mathematics,4551,16
2022-2023,PT3,Mathematics,4552,17.5
2022-2023,PT3,Mathematics,4554,11
2022-2023,PT3,Mathematics,4556,2.5
2022-2023,PT3,Mathematics,4557,13
2022-2023,PT3,Mathematics,4560,5.5
2022-2023,PT3,Mathematics,4561,19
2022-2023,PT3,Mathematics,4563,19.5
2022-2023,PT3,Mathematics,4565,19.5
2022-2023,PT3,Mathematics,4567,8
2022-2023,PT3,Mathematics,4568,20
2022-2023,PT3,Mathematics,4569,13
2022-2023,PT3,Mathematics,4570,14.5
2022-2023,PT3,Mathematics,4571,19
2022-2023,PT3,Mathematics,4572,9
2022-2023,PT3,Mathematics,4573,8.5
2022-2023,PT3,Mathematics,4574,19
2022-2023,PT3,Mathematics,4576,13.5
2022-2023,PT3,Mathematics,4579,13.5
2022-2023,PT3,Mathematics,4599,9
2022-2023,PT3,Mathematics,4605,19
2022-2023,PT3,Mathematics,4606,19
2022-2023,PT3,Mathematics,4608,15.5
2022-2023,PT3,Mathematics,4609,20
2022-2023,PT3,Mathematics,4610,5
2022-2023,PT3,Mathematics,4613,0
2022-2023,PT3,Mathematics,4614,16.5
2022-2023,PT3,Mathematics,4616,11
2022-2023,PT3,Mathematics,4617,15.5
2022-2023,PT3,Mathematics,4619,16
2022-2023,PT3,Mathematics,4620,19
2022-2023,PT3,Mathematics,4621,15
2022-2023,PT3,Mathematics,4622,0
2022-2023,PT3,Mathematics,4623,19
2022-2023,PT3,Mathematics,4624,13
2022-2023,PT3,Mathematics,4625,20
2022-2023,PT3,Mathematics,4626,18.5
2022-2023,PT3,Mathematics,4627,14.5
2022-2023,PT3,Mathematics,4628,18
2022-2023,PT3,Mathematics,4629,20
2022-2023,PT3,Mathematics,4633,0
2022-2023,PT3,Mathematics,4634,10.5
2022-2023,PT3,Mathematics,4638,13
2022-2023,PT3,Mathematics,4639,18.5
2022-2023,PT3,Mathematics,4640,19
2022-2023,PT3,Mathematics,4641,8
2022-2023,PT3,Mathematics,4642,15
2022-2023,PT3,Mathematics,4643,8.5
2022-2023,PT3,Mathematics,4644,0
2022-2023,PT3,Mathematics,4645,19
2022-2023,PT3,Mathematics,4646,15
2022-2023,PT3,Mathematics,4649,15
2022-2023,PT3,Mathematics,4650,8
2022-2023,PT3,Mathematics,4653,17.5
2022-2023,PT3,Mathematics,4654,13
2022-2023,PT3,Mathematics,4655,19
2022-2023,PT3,Mathematics,4656,13
2022-2023,PT3,Mathematics,4657,20
2022-2023,PT3,Mathematics,4658,20
2022-2023,PT3,Mathematics,4659,17
2022-2023,PT3,Mathematics,4660,18
2022-2023,PT3,Mathematics,4661,18.5
2022-2023,PT3,Mathematics,4663,19
2022-2023,PT3,Mathematics,4664,18
2022-2023,PT3,Mathematics,4665,16
2022-2023,PT3,Mathematics,4666,14
2022-2023,PT3,Mathematics,4667,8
2022-2023,PT3,Mathematics,4668,3
2022-2023,PT3,Mathematics,4671,19
2022-2023,PT3,Mathematics,4672,10
2022-2023,PT3,Mathematics,4674,17
2022-2023,PT3,Mathematics,4675,8
2022-2023,PT3,Mathematics,4676,13
2022-2023,PT3,Mathematics,4677,20
2022-2023,PT3,Mathematics,4678,19.5
2022-2023,PT3,Mathematics,4686,8
2022-2023,PT3,Mathematics,4687,8
2022-2023,PT3,Mathematics,4688,16
2022-2023,PT3,Mathematics,4691,18
2022-2023,PT3,Mathematics,4694,19
2022-2023,PT3,Mathematics,4697,20
2022-2023,PT3,Mathematics,4698,20
2022-2023,PT3,Mathematics,4699,17
2022-2023,PT3,Mathematics,4701,0
2022-2023,PT3,Mathematics,4702,0
2022-2023,PT3,Mathematics,4703,0
2022-2023,PT3,Science,1664,11.5
2022-2023,PT3,Science,1686,18.5
2022-2023,PT3,Science,1703,11.5
2022-2023,PT3,Science,1714,18.5
2022-2023,PT3,Science,1755,14
2022-2023,PT3,Science,1844,17
2022-2023,PT3,Science,1845,0
2022-2023,PT3,Science,1846,19
2022-2023,PT3,Science,1848,18
2022-2023,PT3,Science,1851,13
2022-2023,PT3,Science,1853,19
2022-2023,PT3,Science,1855,16
2022-2023,PT3,Science,1856,19
2022-2023,PT3,Science,1857,15.5
2022-2023,PT3,Science,1858,10.5
2022-2023,PT3,Science,1859,10
2022-2023,PT3,Science,1860,17.5
2022-2023,PT3,Science,1862,19
2022-2023,PT3,Science,1863,11.5
2022-2023,PT3,Science,1865,15
2022-2023,PT3,Science,1868,16.5
2022-2023,PT3,Science,1869,19
2022-2023,PT3,Science,1870,15
2022-2023,PT3,Science,1872,20
2022-2023,PT3,Science,1873,16.5
2022-2023,PT3,Science,1875,13.5
2022-2023,PT3,Science,1876,16.5
2022-2023,PT3,Science,1878,20
2022-2023,PT3,Science,1880,17.5
2022-2023,PT3,Science,1881,18.5
2022-2023,PT3,Science,1882,20
2022-2023,PT3,Science,1883,15
2022-2023,PT3,Science,1884,9
2022-2023,PT3,Science,1886,19.5
2022-2023,PT3,Science,1887,13.5
2022-2023,PT3,Science,1888,20
2022-2023,PT3,Science,1889,0
2022-2023,PT3,Science,1890,18
2022-2023,PT3,Science,1891,20
2022-2023,PT3,Science,1892,20
2022-2023,PT3,Science,1894,11.5
2022-2023,PT3,Science,1896,12.5
2022-2023,PT3,Science,1897,20
2022-2023,PT3,Science,1899,19
2022-2023,PT3,Science,1900,20
2022-2023,PT3,Science,1901,16
2022-2023,PT3,Science,1902,17
2022-2023,PT3,Science,1903,20
2022-2023,PT3,Science,1905,10
2022-2023,PT3,Science,1906,19
2022-2023,PT3,Science,1908,19
2022-2023,PT3,Science,1909,19
2022-2023,PT3,Science,1910,10.5
2022-2023,PT3,Science,1911,16.5
2022-2023,PT3,Science,1912,8
2022-2023,PT3,Science,1913,20
2022-2023,PT3,Science,1914,12
2022-2023,PT3,Science,1915,9
2022-2023,PT3,Science,1917,17
2022-2023,PT3,Science,1918,16
2022-2023,PT3,Science,1919,19
2022-2023,PT3,Science,1920,18
2022-2023,PT3,Science,1926,14
2022-2023,PT3,Science,1927,20
2022-2023,PT3,Science,1928,20
2022-2023,PT3,Science,1930,14.5
2022-2023,PT3,Science,1931,19
2022-2023,PT3,Science,1932,0
2022-2023,PT3,Science,1933,12.5
2022-2023,PT3,Science,1934,19
2022-2023,PT3,Science,1936,20
2022-2023,PT3,Science,1938,15.5
2022-2023,PT3,Science,1940,18
2022-2023,PT3,Science,1941,10
2022-2023,PT3,Science,1942,14.5
2022-2023,PT3,Science,1943,19.5
2022-2023,PT3,Science,1944,16.5
2022-2023,PT3,Science,1945,16
2022-2023,PT3,Science,1946,16
2022-2023,PT3,Science,1947,18
2022-2023,PT3,Science,1948,17
2022-2023,PT3,Science,1949,20
2022-2023,PT3,Science,1950,18.5
2022-2023,PT3,Science,1951,19
2022-2023,PT3,Science,1953,0
2022-2023,PT3,Science,1955,19
2022-2023,PT3,Science,1956,11
2022-2023,PT3,Science,1957,0
2022-2023,PT3,Science,1958,14
2022-2023,PT3,Science,1959,0
2022-2023,PT3,Science,1960,15
2022-2023,PT3,Science,1962,7.5
2022-2023,PT3,Science,1963,17
2022-2023,PT3,Science,1964,10
2022-2023,PT3,Science,1966,19
2022-2023,PT3,Science,1967,3
2022-2023,PT3,Science,1968,19
2022-2023,PT3,Science,1972,15
2022-2023,PT3,Science,1973,4
2022-2023,PT3,Science,1974,13.5
2022-2023,PT3,Science,1976,4
2022-2023,PT3,Science,1977,14.5
2022-2023,PT3,Science,1978,12.5
2022-2023,PT3,Science,1981,8
2022-2023,PT3,Science,1982,17
2022-2023,PT3,Science,1983,10
2022-2023,PT3,Science,1989,16
2022-2023,PT3,Science,1992,18
2022-2023,PT3,Science,1993,17
2022-2023,PT3,Science,1994,10
2022-2023,PT3,Science,1995,7
2022-2023,PT3,Science,1997,16.5
2022-2023,PT3,Science,1998,11.5
2022-2023,PT3,Science,1999,12
2022-2023,PT3,Science,2001,18.5
2022-2023,PT3,Science,2002,14
2022-2023,PT3,Science,2003,17
2022-2023,PT3,Science,2004,0
2022-2023,PT3,Science,2005,18.5
2022-2023,PT3,Science,2007,15.5
2022-2023,PT3,Science,2008,0
2022-2023,PT3,Science,2009,0
2022-2023,PT3,Science,2010,16
2022-2023,PT3,Science,2012,9
2022-2023,PT3,Science,2013,17
2022-2023,PT3,Science,2014,20
2022-2023,PT3,Science,2015,15.5
2022-2023,PT3,Science,2017,2.5
2022-2023,PT3,Science,2020,10.5
2022-2023,PT3,Science,2021,14
2022-2023,PT3,Science,2024,18
2022-2023,PT3,Science,2090,19
2022-2023,PT3,Science,2203,18.5
2022-2023,PT3,Science,2222,17
2022-2023,PT3,Science,2225,0
2022-2023,PT3,Science,2239,0
2022-2023,PT3,Science,2264,14
2022-2023,PT3,Science,2269,20
2022-2023,PT3,Science,2273,20
2022-2023,PT3,Science,2284,16.5
2022-2023,PT3,Science,2286,10.5
2022-2023,PT3,Science,2287,14.5
2022-2023,PT3,Science,2288,7
2022-2023,PT3,Science,2289,7.5
2022-2023,PT3,Science,2291,14.5
2022-2023,PT3,Science,2292,12
2022-2023,PT3,Science,2293,13.5
2022-2023,PT3,Science,2294,7
2022-2023,PT3,Science,2295,19
2022-2023,PT3,Science,2296,8.5
2022-2023,PT3,Science,2297,17.5
2022-2023,PT3,Science,2298,16
2022-2023,PT3,Science,2299,16.5
2022-2023,PT3,Science,2300,11.5
2022-2023,PT3,Science,2301,4.5
2022-2023,PT3,Science,2302,10
2022-2023,PT3,Science,2303,9.5
2022-2023,PT3,Science,2304,15.5
2022-2023,PT3,Science,2305,12
2022-2023,PT3,Science,2306,18.5
2022-2023,PT3,Science,2307,16
2022-2023,PT3,Science,2308,17
2022-2023,PT3,Science,2309,11
2022-2023,PT3,Science,2310,7
2022-2023,PT3,Science,2311,19.5
2022-2023,PT3,Science,2313,18.5
2022-2023,PT3,Science,2314,7.5
2022-2023,PT3,Science,2315,17
2022-2023,PT3,Science,2316,11.5
2022-2023,PT3,Science,2317,11
2022-2023,PT3,Science,2318,0
2022-2023,PT3,Science,2319,3
2022-2023,PT3,Science,2320,17.5
2022-2023,PT3,Science,2321,18
2022-2023,PT3,Science,2322,14.5
2022-2023,PT3,Science,2323,17
2022-2023,PT3,Science,2324,14
2022-2023,PT3,Science,2325,10
2022-2023,PT3,Science,2327,16
2022-2023,PT3,Science,2328,18.5
2022-2023,PT3,Science,2329,19
2022-2023,PT3,Science,2330,13.5
2022-2023,PT3,Science,2331,9.5
2022-2023,PT3,Science,2332,0
2022-2023,PT3,Science,2333,1
2022-2023,PT3,Science,2334,11
2022-2023,PT3,Science,2335,15.5
2022-2023,PT3,Science,2336,5
2022-2023,PT3,Science,2337,17.5
2022-2023,PT3,Science,2338,12.5
2022-2023,PT3,Science,2339,6.5
2022-2023,PT3,Science,2340,14
2022-2023,PT3,Science,2341,0
2022-2023,PT3,Science,2342,12
2022-2023,PT3,Science,2346,11
2022-2023,PT3,Science,2347,16.5
2022-2023,PT3,Science,2349,19.5
2022-2023,PT3,Science,2350,18.5
2022-2023,PT3,Science,2351,9.5
2022-2023,PT3,Science,2352,16
2022-2023,PT3,Science,2353,12
2022-2023,PT3,Science,2354,15
2022-2023,PT3,Science,2355,0
2022-2023,PT3,Science,2357,11
2022-2023,PT3,Science,2358,17
2022-2023,PT3,Science,2359,16
2022-2023,PT3,Science,2360,18
2022-2023,PT3,Science,2363,13
2022-2023,PT3,Science,2364,15.5
2022-2023,PT3,Science,2365,13
2022-2023,PT3,Science,2366,17
2022-2023,PT3,Science,2367,13
2022-2023,PT3,Science,2368,0
2022-2023,PT3,Science,2369,0
2022-2023,PT3,Science,2371,16.5
2022-2023,PT3,Science,2373,11
2022-2023,PT3,Science,2374,14
2022-2023,PT3,Science,2375,17
2022-2023,PT3,Science,2376,16.5
2022-2023,PT3,Science,2377,17.5
2022-2023,PT3,Science,2378,9.5
2022-2023,PT3,Science,2379,18
2022-2023,PT3,Science,2380,18
2022-2023,PT3,Science,2381,13.5
2022-2023,PT3,Science,2382,8.5
2022-2023,PT3,Science,2383,17.5
2022-2023,PT3,Science,2384,7
2022-2023,PT3,Science,2385,14.5
2022-2023,PT3,Science,2387,3
2022-2023,PT3,Science,2390,3
2022-2023,PT3,Science,2391,16.5
2022-2023,PT3,Science,2392,13
2022-2023,PT3,Science,2393,16
2022-2023,PT3,Science,2394,14
2022-2023,PT3,Science,2395,17.5
2022-2023,PT3,Science,2397,17.5
2022-2023,PT3,Science,2398,20
2022-2023,PT3,Science,2400,13.5
2022-2023,PT3,Science,2401,13.5
2022-2023,PT3,Science,2402,11
2022-2023,PT3,Science,2403,10
2022-2023,PT3,Science,2404,4
2022-2023,PT3,Science,2405,9.5
2022-2023,PT3,Science,2406,19.5
2022-2023,PT3,Science,2407,7.5
2022-2023,PT3,Science,2408,12.5
2022-2023,PT3,Science,2410,13
2022-2023,PT3,Science,2411,5.5
2022-2023,PT3,Science,2412,11
2022-2023,PT3,Science,2413,9
2022-2023,PT3,Science,2414,7.5
2022-2023,PT3,Science,2416,16.5
2022-2023,PT3,Science,2418,12.5
2022-2023,PT3,Science,2419,18.5
2022-2023,PT3,Science,2420,16.5
2022-2023,PT3,Science,2421,15
2022-2023,PT3,Science,2422,15
2022-2023,PT3,Science,2423,7.5
2022-2023,PT3,Science,2424,7
2022-2023,PT3,Science,2426,12.5
2022-2023,PT3,Science,2428,6
2022-2023,PT3,Science,2430,10.5
2022-2023,PT3,Science,2433,12
2022-2023,PT3,Science,2434,14.5
2022-2023,PT3,Science,2435,10.5
2022-2023,PT3,Science,2437,2
2022-2023,PT3,Science,2438,9.5
2022-2023,PT3,Science,2439,18
2022-2023,PT3,Science,2440,19
2022-2023,PT3,Science,2441,9
2022-2023,PT3,Science,2442,5
2022-2023,PT3,Science,2443,14
2022-2023,PT3,Science,2444,17
2022-2023,PT3,Science,2445,8.5
2022-2023,PT3,Science,2446,10
2022-2023,PT3,Science,2447,9.5
2022-2023,PT3,Science,2456,19
2022-2023,PT3,Science,2460,2
2022-2023,PT3,Science,2461,18
2022-2023,PT3,Science,2466,16
2022-2023,PT3,Science,2471,14
2022-2023,PT3,Science,2472,0
2022-2023,PT3,Science,2474,11
2022-2023,PT3,Science,2475,6.5
2022-2023,PT3,Science,2477,14
2022-2023,PT3,Science,2478,15.5
2022-2023,PT3,Science,2479,7.5
2022-2023,PT3,Science,2480,12.5
2022-2023,PT3,Science,2481,10.5
2022-2023,PT3,Science,2482,0
2022-2023,PT3,Science,2483,0
2022-2023,PT3,Science,2485,13.5
2022-2023,PT3,Science,2486,12
2022-2023,PT3,Science,2492,0
2022-2023,PT3,Science,2494,0
2022-2023,PT3,Science,2500,10
2022-2023,PT3,Science,2506,14
2022-2023,PT3,Science,2508,17
2022-2023,PT3,Science,2511,8.5
2022-2023,PT3,Science,2512,18
2022-2023,PT3,Science,2513,15
2022-2023,PT3,Science,2514,13
2022-2023,PT3,Science,2515,5
2022-2023,PT3,Science,2516,17.5
2022-2023,PT3,Science,2517,14.5
2022-2023,PT3,Science,2518,15
2022-2023,PT3,Science,2519,17
2022-2023,PT3,Science,2529,16
2022-2023,PT3,Science,2533,13.5
2022-2023,PT3,Science,2540,19
2022-2023,PT3,Science,2549,16
2022-2023,PT3,Science,2552,18
2022-2023,PT3,Science,2553,0
2022-2023,PT3,Science,2558,18
2022-2023,PT3,Science,2566,19
2022-2023,PT3,Science,2570,10
2022-2023,PT3,Science,2575,7
2022-2023,PT3,Science,2587,16
2022-2023,PT3,Science,2588,14
2022-2023,PT3,Science,2589,16
2022-2023,PT3,Science,2592,6
2022-2023,PT3,Science,2593,12
2022-2023,PT3,Science,2594,16
2022-2023,PT3,Science,2595,0
2022-2023,PT3,Science,2596,18
2022-2023,PT3,Science,2597,18
2022-2023,PT3,Science,2598,0
2022-2023,PT3,Science,2599,10
2022-2023,PT3,Science,2601,16
2022-2023,PT3,Science,2602,3
2022-2023,PT3,Science,2603,19
2022-2023,PT3,Science,2604,17
2022-2023,PT3,Science,2605,17
2022-2023,PT3,Science,2606,15
2022-2023,PT3,Science,2607,14
2022-2023,PT3,Science,2608,13.5
2022-2023,PT3,Science,2609,17
2022-2023,PT3,Science,2610,11
2022-2023,PT3,Science,2611,18
2022-2023,PT3,Science,2612,12
2022-2023,PT3,Science,2613,14
2022-2023,PT3,Science,2614,0
2022-2023,PT3,Science,2615,15
2022-2023,PT3,Science,2616,20
2022-2023,PT3,Science,2617,19
2022-2023,PT3,Science,2618,16
2022-2023,PT3,Science,2619,16
2022-2023,PT3,Science,2620,11
2022-2023,PT3,Science,2621,16
2022-2023,PT3,Science,2622,20
2022-2023,PT3,Science,2623,18
2022-2023,PT3,Science,2624,18
2022-2023,PT3,Science,2625,16
2022-2023,PT3,Science,2626,10
2022-2023,PT3,Science,2627,18
2022-2023,PT3,Science,2628,14
2022-2023,PT3,Science,2629,16
2022-2023,PT3,Science,2630,18
2022-2023,PT3,Science,2631,19
2022-2023,PT3,Science,2632,17
2022-2023,PT3,Science,2634,19
2022-2023,PT3,Science,2635,18
2022-2023,PT3,Science,2636,17
2022-2023,PT3,Science,2637,12
2022-2023,PT3,Science,2638,19
2022-2023,PT3,Science,2640,13
2022-2023,PT3,Science,2641,15
2022-2023,PT3,Science,2642,14.5
2022-2023,PT3,Science,2643,13
2022-2023,PT3,Science,2644,20
2022-2023,PT3,Science,2645,16
2022-2023,PT3,Science,2646,8
