AY_ID,EXAM_ID,SUB_ID,ADMNO,MARKS_OBTAINED
2022-2023,MID,English,3362,71
2022-2023,MID,English,3363,79
2022-2023,MID,English,3364,47
2022-2023,MID,English,3365,51.5
2022-2023,MID,English,3366,0
2022-2023,MID,English,3368,25
2022-2023,MID,English,3369,69
2022-2023,MID,English,3370,62
2022-2023,MID,English,3371,71.5
2022-2023,MID,English,3372,56.5
2022-2023,MID,English,3373,45
2022-2023,MID,English,3374,38
2022-2023,MID,English,3375,51
2022-2023,MID,English,3376,78
2022-2023,MID,English,3377,52
2022-2023,MID,English,3378,32
2022-2023,MID,English,3379,53
2022-2023,MID,English,338,56.5
2022-2023,MID,English,3380,34
2022-2023,MID,English,3381,72
2022-2023,MID,English,3382,32
2022-2023,MID,English,3383,58.5
2022-2023,MID,English,3384,40
2022-2023,MID,English,3385,30
2022-2023,MID,English,3386,22
2022-2023,MID,English,3387,33
2022-2023,MID,English,3388,38
2022-2023,MID,English,3389,48.5
2022-2023,MID,English,339,55.5
2022-2023,MID,English,3390,28
2022-2023,MID,English,3391,74
2022-2023,MID,English,3392,79
2022-2023,MID,English,3393,24
2022-2023,MID,English,3395,58
2022-2023,MID,English,3397,58.5
2022-2023,MID,English,3398,3
2022-2023,MID,English,3399,21
2022-2023,MID,English,340,45
2022-2023,MID,English,3400,64
2022-2023,MID,English,3401,69
2022-2023,MID,English,3402,44.5
2022-2023,MID,English,3403,70
2022-2023,MID,English,3404,79.5
2022-2023,MID,English,3405,71.5
2022-2023,MID,English,3406,58.5
2022-2023,MID,English,3409,63
2022-2023,MID,English,341,52
2022-2023,MID,English,3410,63.5
2022-2023,MID,English,3411,64.5
2022-2023,MID,English,3418,74
2022-2023,MID,English,342,42.5
2022-2023,MID,English,3420,44
2022-2023,MID,English,3421,70
2022-2023,MID,English,3422,48
2022-2023,MID,English,3423,59
2022-2023,MID,English,3424,33
2022-2023,MID,English,3425,54
2022-2023,MID,English,3427,77
2022-2023,MID,English,3428,79.5
2022-2023,MID,English,3429,69.5
2022-2023,MID,English,343,53
2022-2023,MID,English,3430,30
2022-2023,MID,English,3431,66
2022-2023,MID,English,3432,71
2022-2023,MID,English,3433,79
2022-2023,MID,English,3434,48
2022-2023,MID,English,3435,75
2022-2023,MID,English,3436,52.5
2022-2023,MID,English,3437,13
2022-2023,MID,English,3438,37
2022-2023,MID,English,3439,78
2022-2023,MID,English,344,67.5
2022-2023,MID,English,3440,28
2022-2023,MID,English,3441,50
2022-2023,MID,English,3442,70
2022-2023,MID,English,3443,63.5
2022-2023,MID,English,3444,75
2022-2023,MID,English,3445,67
2022-2023,MID,English,3446,68.5
2022-2023,MID,English,3447,73
2022-2023,MID,English,3448,67
2022-2023,MID,English,3449,70
2022-2023,MID,English,3450,74.5
2022-2023,MID,English,3451,76
2022-2023,MID,English,3452,40
2022-2023,MID,English,3453,24
2022-2023,MID,English,3454,69
2022-2023,MID,English,3455,70
2022-2023,MID,English,3456,27
2022-2023,MID,English,3457,31
2022-2023,MID,English,3458,79
2022-2023,MID,English,3459,58
2022-2023,MID,English,346,44.5
2022-2023,MID,English,3460,40
2022-2023,MID,English,3461,71
2022-2023,MID,English,3462,39
2022-2023,MID,English,3463,64
2022-2023,MID,English,3464,42
2022-2023,MID,English,3465,77
2022-2023,MID,English,3466,35
2022-2023,MID,English,3467,62
2022-2023,MID,English,3468,46
2022-2023,MID,English,3469,24
2022-2023,MID,English,347,63
2022-2023,MID,English,3470,70
2022-2023,MID,English,3471,36
2022-2023,MID,English,3472,72
2022-2023,MID,English,3473,45
2022-2023,MID,English,3474,34
2022-2023,MID,English,3475,75
2022-2023,MID,English,3476,62
2022-2023,MID,English,3479,75
2022-2023,MID,English,348,51
2022-2023,MID,English,3480,70
2022-2023,MID,English,3481,13
2022-2023,MID,English,3482,55
2022-2023,MID,English,3483,75
2022-2023,MID,English,3484,12
2022-2023,MID,English,3485,60
2022-2023,MID,English,3486,35
2022-2023,MID,English,3488,59
2022-2023,MID,English,3489,32
2022-2023,MID,English,349,65.5
2022-2023,MID,English,3490,65
2022-2023,MID,English,3491,64
2022-2023,MID,English,3492,32
2022-2023,MID,English,3493,69
2022-2023,MID,English,3494,71
2022-2023,MID,English,3495,70
2022-2023,MID,English,3496,5
2022-2023,MID,English,3498,54.5
2022-2023,MID,English,3499,18
2022-2023,MID,English,350,55.5
2022-2023,MID,English,3500,41
2022-2023,MID,English,3501,75
2022-2023,MID,English,3502,24
2022-2023,MID,English,3503,57
2022-2023,MID,English,3504,62
2022-2023,MID,English,3505,73.5
2022-2023,MID,English,3506,75
2022-2023,MID,English,3507,68
2022-2023,MID,English,3508,42
2022-2023,MID,English,351,54
2022-2023,MID,English,3510,37
2022-2023,MID,English,3511,61
2022-2023,MID,English,3512,6
2022-2023,MID,English,3513,69
2022-2023,MID,English,3514,56
2022-2023,MID,English,3515,16
2022-2023,MID,English,3516,21
2022-2023,MID,English,3517,16
2022-2023,MID,English,3519,70
2022-2023,MID,English,352,0
2022-2023,MID,English,3520,40
2022-2023,MID,English,3521,28.5
2022-2023,MID,English,3522,79
2022-2023,MID,English,3523,31.5
2022-2023,MID,English,3524,37
2022-2023,MID,English,3525,30.5
2022-2023,MID,English,3526,63
2022-2023,MID,English,3527,29.5
2022-2023,MID,English,353,60.5
2022-2023,MID,English,3530,68
2022-2023,MID,English,3532,67
2022-2023,MID,English,3533,57.5
2022-2023,MID,English,3534,49
2022-2023,MID,English,3535,79
2022-2023,MID,English,3536,40.5
2022-2023,MID,English,3537,27.5
2022-2023,MID,English,354,63.5
2022-2023,MID,English,3540,55
2022-2023,MID,English,3541,76
2022-2023,MID,English,3542,46
2022-2023,MID,English,3544,14
2022-2023,MID,English,3545,48
2022-2023,MID,English,3546,70.5
2022-2023,MID,English,3547,43
2022-2023,MID,English,3548,71
2022-2023,MID,English,3549,25
2022-2023,MID,English,355,52.5
2022-2023,MID,English,3550,78
2022-2023,MID,English,3551,42
2022-2023,MID,English,3552,34.5
2022-2023,MID,English,3553,59
2022-2023,MID,English,3554,38
2022-2023,MID,English,3555,29
2022-2023,MID,English,3556,79
2022-2023,MID,English,3557,65
2022-2023,MID,English,3558,35
2022-2023,MID,English,3559,63
2022-2023,MID,English,356,53.5
2022-2023,MID,English,3560,5
2022-2023,MID,English,3561,18.5
2022-2023,MID,English,3562,25.5
2022-2023,MID,English,3563,67
2022-2023,MID,English,3564,40
2022-2023,MID,English,3565,47
2022-2023,MID,English,3566,43
2022-2023,MID,English,3567,25
2022-2023,MID,English,3568,72
2022-2023,MID,English,3569,54
2022-2023,MID,English,357,65
2022-2023,MID,English,3570,66
2022-2023,MID,English,3571,32
2022-2023,MID,English,3572,64
2022-2023,MID,English,3573,70
2022-2023,MID,English,3574,54
2022-2023,MID,English,3575,61.5
2022-2023,MID,English,3576,31.5
2022-2023,MID,English,3577,45.5
2022-2023,MID,English,3578,51.5
2022-2023,MID,English,358,55.5
2022-2023,MID,English,3582,65
2022-2023,MID,English,3583,60.5
2022-2023,MID,English,3584,50
2022-2023,MID,English,3585,40
2022-2023,MID,English,3586,40
2022-2023,MID,English,3587,49
2022-2023,MID,English,359,53
2022-2023,MID,English,3591,34
2022-2023,MID,English,3592,60
2022-2023,MID,English,3593,0
2022-2023,MID,English,3594,75
2022-2023,MID,English,360,54.5
2022-2023,MID,English,3601,72
2022-2023,MID,English,3602,66
2022-2023,MID,English,3603,73
2022-2023,MID,English,3605,65
2022-2023,MID,English,3606,43
2022-2023,MID,English,361,43
2022-2023,MID,English,3614,55
2022-2023,MID,English,3616,34
2022-2023,MID,English,3618,0
2022-2023,MID,English,3619,43
2022-2023,MID,English,3620,49.5
2022-2023,MID,English,3627,54.5
2022-2023,MID,English,3628,74
2022-2023,MID,English,3630,63.5
2022-2023,MID,English,3631,72
2022-2023,MID,English,3633,67
2022-2023,MID,English,3639,70
2022-2023,MID,English,3640,53.5
2022-2023,MID,English,3641,67
2022-2023,MID,English,3642,36
2022-2023,MID,English,3643,76
2022-2023,MID,English,3644,54.5
2022-2023,MID,English,3645,33
2022-2023,MID,English,3646,71
2022-2023,MID,English,3647,50.5
2022-2023,MID,English,3648,32
2022-2023,MID,English,3649,72
2022-2023,MID,English,3650,70
2022-2023,MID,English,3651,43
2022-2023,MID,English,3652,40
2022-2023,MID,English,3653,77
2022-2023,MID,English,3654,76
2022-2023,MID,English,3655,75
2022-2023,MID,English,3656,51
2022-2023,MID,English,3657,47
2022-2023,MID,English,3658,34
2022-2023,MID,English,3659,49
2022-2023,MID,English,3660,75.5
2022-2023,MID,English,3661,77
2022-2023,MID,English,3662,64
2022-2023,MID,English,3663,54
2022-2023,MID,English,3664,47
2022-2023,MID,English,3666,78
2022-2023,MID,English,3667,62
2022-2023,MID,English,3668,52.5
2022-2023,MID,English,3669,48.5
2022-2023,MID,English,3670,79
2022-2023,MID,English,3671,76
2022-2023,MID,English,3672,53
2022-2023,MID,English,3673,76.5
2022-2023,MID,English,3674,39
2022-2023,MID,English,3675,51
2022-2023,MID,English,3676,73
2022-2023,MID,English,3677,60
2022-2023,MID,English,3678,76
2022-2023,MID,English,3679,52
2022-2023,MID,English,3680,73
2022-2023,MID,English,3681,79
2022-2023,MID,English,3682,44
2022-2023,MID,English,3683,53
2022-2023,MID,English,3684,70
2022-2023,MID,English,3685,56
2022-2023,MID,English,3686,66
2022-2023,MID,English,3687,77
2022-2023,MID,English,3688,61
2022-2023,MID,English,3689,62
2022-2023,MID,English,3690,43
2022-2023,MID,English,3693,51.5
2022-2023,MID,English,3694,77
2022-2023,MID,English,3695,74
2022-2023,MID,English,3696,42
2022-2023,MID,English,3697,64
2022-2023,MID,English,3698,80
2022-2023,MID,English,3700,79
2022-2023,MID,English,3701,72.5
2022-2023,MID,English,3702,53
2022-2023,MID,English,3703,65
2022-2023,MID,English,3704,37
2022-2023,MID,English,3705,40
2022-2023,MID,English,3706,62
2022-2023,MID,English,3707,69
2022-2023,MID,English,3708,48
2022-2023,MID,English,3709,60
2022-2023,MID,English,3710,70.5
2022-2023,MID,English,3711,44
2022-2023,MID,English,3712,66
2022-2023,MID,English,3713,32
2022-2023,MID,English,3714,79.5
2022-2023,MID,English,3715,77.5
2022-2023,MID,English,3716,0
2022-2023,MID,English,3717,71
2022-2023,MID,English,3718,74
2022-2023,MID,English,3719,23
2022-2023,MID,English,3720,54
2022-2023,MID,English,3721,62
2022-2023,MID,English,3722,61
2022-2023,MID,English,3723,79
2022-2023,MID,English,3724,76
2022-2023,MID,English,3725,75
2022-2023,MID,English,3726,76
2022-2023,MID,English,3727,76
2022-2023,MID,English,3728,41
2022-2023,MID,English,3729,19
2022-2023,MID,English,3730,61
2022-2023,MID,English,3731,2
2022-2023,MID,English,3732,72
2022-2023,MID,English,3733,30
2022-2023,MID,English,3734,35
2022-2023,MID,English,3735,38
2022-2023,MID,English,3736,59
2022-2023,MID,English,3737,33
2022-2023,MID,English,3738,70
2022-2023,MID,English,3739,53
2022-2023,MID,English,3740,38
2022-2023,MID,English,3742,46
2022-2023,MID,English,3743,39.5
2022-2023,MID,English,3744,58
2022-2023,MID,English,3745,71
2022-2023,MID,English,3746,64
2022-2023,MID,English,3747,62
2022-2023,MID,English,3748,50
2022-2023,MID,English,3749,64
2022-2023,MID,English,3750,80
2022-2023,MID,English,3751,73
2022-2023,MID,English,3752,67
2022-2023,MID,English,3753,62
2022-2023,MID,English,3754,1
2022-2023,MID,English,3755,48
2022-2023,MID,English,3756,65
2022-2023,MID,English,3757,59.5
2022-2023,MID,English,3758,43
2022-2023,MID,English,3759,66
2022-2023,MID,English,3760,37
2022-2023,MID,English,3761,28
2022-2023,MID,English,3762,48.5
2022-2023,MID,English,3763,59
2022-2023,MID,English,3764,38
2022-2023,MID,English,3766,36
2022-2023,MID,English,3767,50
2022-2023,MID,English,3768,40.5
2022-2023,MID,English,3769,51
2022-2023,MID,English,3770,69
2022-2023,MID,English,3771,41
2022-2023,MID,English,3772,53.5
2022-2023,MID,English,3773,43
2022-2023,MID,English,3774,0
2022-2023,MID,English,3775,76
2022-2023,MID,English,3776,62
2022-2023,MID,English,3777,79
2022-2023,MID,English,3778,65.5
2022-2023,MID,English,3779,60
2022-2023,MID,English,3780,25
2022-2023,MID,English,3781,30
2022-2023,MID,English,3782,75
2022-2023,MID,English,3783,17
2022-2023,MID,English,3784,62
2022-2023,MID,English,3785,48
2022-2023,MID,English,3788,69
2022-2023,MID,English,3789,48
2022-2023,MID,English,3790,80
2022-2023,MID,English,3791,63.5
2022-2023,MID,English,3792,41
2022-2023,MID,English,3793,21
2022-2023,MID,English,3794,66.5
2022-2023,MID,English,3795,37
2022-2023,MID,English,3796,23
2022-2023,MID,English,3797,58.5
2022-2023,MID,English,3798,77.5
2022-2023,MID,English,3799,71.5
2022-2023,MID,English,3801,40.5
2022-2023,MID,English,3802,74
2022-2023,MID,English,3803,41.5
2022-2023,MID,English,3804,52.5
2022-2023,MID,English,3805,63
2022-2023,MID,English,3806,55.5
2022-2023,MID,English,3807,39
2022-2023,MID,English,3808,80
2022-2023,MID,English,3809,78.5
2022-2023,MID,English,3810,69
2022-2023,MID,English,3811,45.5
2022-2023,MID,English,3812,77
2022-2023,MID,English,3813,66
2022-2023,MID,English,3814,23
2022-2023,MID,English,3815,25.5
2022-2023,MID,English,3816,46
2022-2023,MID,English,3817,23
2022-2023,MID,English,3818,0
2022-2023,MID,English,3819,74.5
2022-2023,MID,English,3820,59
2022-2023,MID,English,3821,40
2022-2023,MID,English,3822,33
2022-2023,MID,English,3823,30
2022-2023,MID,English,3825,75.5
2022-2023,MID,English,3826,35.5
2022-2023,MID,English,3828,72.5
2022-2023,MID,English,3830,62
2022-2023,MID,English,3832,45
2022-2023,MID,English,3835,28
2022-2023,MID,English,3840,33.5
2022-2023,MID,English,3841,78.5
2022-2023,MID,English,3845,71
2022-2023,MID,English,3846,57
2022-2023,MID,English,3848,0
2022-2023,MID,English,3849,56.5
2022-2023,MID,English,3850,68
2022-2023,MID,English,3851,73
2022-2023,MID,English,3852,72
2022-2023,MID,English,3854,58
2022-2023,MID,English,3855,63
2022-2023,MID,English,3856,48
2022-2023,MID,English,3857,73
2022-2023,MID,English,3858,35
2022-2023,MID,English,3859,45.5
2022-2023,MID,English,3860,30
2022-2023,MID,English,3861,50
2022-2023,MID,English,3862,48
2022-2023,MID,English,3864,58
2022-2023,MID,English,3866,71
2022-2023,MID,English,3867,43.5
2022-2023,MID,English,3868,66.5
2022-2023,MID,English,3869,59.5
2022-2023,MID,English,3871,58
2022-2023,MID,English,3872,35
2022-2023,MID,English,3873,62
2022-2023,MID,English,3874,53
2022-2023,MID,English,3876,58.5
2022-2023,MID,English,3877,61.5
2022-2023,MID,English,3878,67
2022-2023,MID,English,3880,22
2022-2023,MID,English,3884,56.5
2022-2023,MID,English,3885,60.5
2022-2023,MID,English,3886,60
2022-2023,MID,English,3887,66
2022-2023,MID,English,3888,0
2022-2023,MID,English,3892,65
2022-2023,MID,English,3893,20
2022-2023,MID,English,3894,36
2022-2023,MID,English,3895,52.5
2022-2023,MID,English,3896,30
2022-2023,MID,English,3897,0
2022-2023,MID,English,3898,46
2022-2023,MID,English,3899,46
2022-2023,MID,English,3903,79
2022-2023,MID,English,3904,75.5
2022-2023,MID,English,3905,37
2022-2023,MID,English,3906,1
2022-2023,MID,English,3907,28
2022-2023,MID,English,3908,76
2022-2023,MID,English,3909,38
2022-2023,MID,English,3910,73
2022-2023,MID,English,3912,25
2022-2023,MID,English,3913,72
2022-2023,MID,English,3914,78
2022-2023,MID,English,3915,14
2022-2023,MID,English,3916,59
2022-2023,MID,English,3917,28
2022-2023,MID,English,3918,60
2022-2023,MID,English,3919,70
2022-2023,MID,English,3920,31
2022-2023,MID,English,3921,73
2022-2023,MID,English,3922,28
2022-2023,MID,English,3923,49
2022-2023,MID,English,3924,77
2022-2023,MID,English,3925,46
2022-2023,MID,English,3926,72
2022-2023,MID,English,3927,38
2022-2023,MID,English,3928,79
2022-2023,MID,English,3929,56
2022-2023,MID,English,3930,48
2022-2023,MID,English,3931,38.5
2022-2023,MID,English,3932,75
2022-2023,MID,English,3933,37
2022-2023,MID,English,3934,43.5
2022-2023,MID,English,3935,22
2022-2023,MID,English,3936,68
2022-2023,MID,English,3937,35
2022-2023,MID,English,3938,73
2022-2023,MID,English,3939,36
2022-2023,MID,English,3940,21
2022-2023,MID,English,3941,62
2022-2023,MID,English,3943,62
2022-2023,MID,English,3944,61
2022-2023,MID,English,3945,63
2022-2023,MID,English,3946,71
2022-2023,MID,English,3947,26
2022-2023,MID,English,3948,55
2022-2023,MID,English,3949,0
2022-2023,MID,English,3950,72
2022-2023,MID,English,3951,37
2022-2023,MID,English,3952,21
2022-2023,MID,English,3953,63.5
2022-2023,MID,English,3954,47
2022-2023,MID,English,3955,24
2022-2023,MID,English,3956,31
2022-2023,MID,English,3957,48
2022-2023,MID,English,3958,47
2022-2023,MID,English,3959,53
2022-2023,MID,English,3960,54
2022-2023,MID,English,3962,39
2022-2023,MID,English,3963,47
2022-2023,MID,English,3964,18
2022-2023,MID,English,3965,73
2022-2023,MID,English,3966,77.5
2022-2023,MID,English,3967,35
2022-2023,MID,English,3968,22
2022-2023,MID,English,3969,69
2022-2023,MID,English,3970,27
2022-2023,MID,English,3971,50
2022-2023,MID,English,3972,14
2022-2023,MID,English,3973,43
2022-2023,MID,English,3974,64
2022-2023,MID,English,3975,59
2022-2023,MID,English,3976,62
2022-2023,MID,English,3977,76
2022-2023,MID,English,3978,77
2022-2023,MID,English,3979,39
2022-2023,MID,English,3981,6
2022-2023,MID,English,3982,57
2022-2023,MID,English,3983,75.5
2022-2023,MID,English,3984,63
2022-2023,MID,English,3985,34
2022-2023,MID,English,3986,62
2022-2023,MID,English,3987,58
2022-2023,MID,English,3988,0
2022-2023,MID,English,3989,71
2022-2023,MID,English,3990,66.5
2022-2023,MID,English,3991,78.5
2022-2023,MID,English,3992,30
2022-2023,MID,English,3993,63
2022-2023,MID,English,3994,56
2022-2023,MID,English,3995,63
2022-2023,MID,English,3996,50
2022-2023,MID,English,3997,21
2022-2023,MID,English,3998,66
2022-2023,MID,English,3999,17
2022-2023,MID,English,4000,14
2022-2023,MID,English,4001,39
2022-2023,MID,English,4002,32
2022-2023,MID,English,4003,49
2022-2023,MID,English,4004,51
2022-2023,MID,English,4005,75
2022-2023,MID,English,4006,72.5
2022-2023,MID,English,4007,51
2022-2023,MID,English,4008,18
2022-2023,MID,English,4009,61
2022-2023,MID,English,4010,72
2022-2023,MID,English,4011,36
2022-2023,MID,English,4012,0
2022-2023,MID,English,4013,14.5
2022-2023,MID,English,4014,19
2022-2023,MID,English,4015,42
2022-2023,MID,English,4016,75
2022-2023,MID,English,4017,47
2022-2023,MID,English,4019,67
2022-2023,MID,English,4020,77
2022-2023,MID,English,4021,44
2022-2023,MID,English,4022,62.5
2022-2023,MID,English,4023,38
2022-2023,MID,English,4024,58
2022-2023,MID,English,4025,38
2022-2023,MID,English,4026,57
2022-2023,MID,English,4027,50
2022-2023,MID,English,4028,43
2022-2023,MID,English,4029,74.5
2022-2023,MID,English,4030,0
2022-2023,MID,English,4031,23
2022-2023,MID,English,4032,38
2022-2023,MID,English,4033,76
2022-2023,MID,English,4034,76
2022-2023,MID,English,4035,69
2022-2023,MID,English,4036,13.5
2022-2023,MID,English,4037,47.5
2022-2023,MID,English,4038,48
2022-2023,MID,English,4039,18
2022-2023,MID,English,4040,18
2022-2023,MID,English,4041,68.5
2022-2023,MID,English,4042,18
2022-2023,MID,English,4043,72.5
2022-2023,MID,English,4044,57.5
2022-2023,MID,English,4045,43.5
2022-2023,MID,English,4046,35.5
2022-2023,MID,English,4047,67
2022-2023,MID,English,4048,30.5
2022-2023,MID,English,4049,41
2022-2023,MID,English,4050,19
2022-2023,MID,English,4051,61
2022-2023,MID,English,4052,47
2022-2023,MID,English,4053,77
2022-2023,MID,English,4054,67
2022-2023,MID,English,4055,31
2022-2023,MID,English,4056,65.5
2022-2023,MID,English,4058,64
2022-2023,MID,English,4059,30
2022-2023,MID,English,4060,20
2022-2023,MID,English,4061,46
2022-2023,MID,English,4062,60.5
2022-2023,MID,English,4064,68
2022-2023,MID,English,4065,53
2022-2023,MID,English,4066,0
2022-2023,MID,English,4067,60
2022-2023,MID,English,4068,6
2022-2023,MID,English,4069,67
2022-2023,MID,English,4070,49
2022-2023,MID,English,4071,57
2022-2023,MID,English,4072,38
2022-2023,MID,English,4073,13
2022-2023,MID,English,4076,14
2022-2023,MID,English,4077,79
2022-2023,MID,English,4078,0
2022-2023,MID,English,4080,74
2022-2023,MID,English,4081,36.5
2022-2023,MID,English,4082,78
2022-2023,MID,English,4083,42
2022-2023,MID,English,4084,37
2022-2023,MID,English,4085,22
2022-2023,MID,English,4086,16
2022-2023,MID,English,4087,25
2022-2023,MID,English,4088,17
2022-2023,MID,English,4089,30
2022-2023,MID,English,4090,61
2022-2023,MID,English,4091,48
2022-2023,MID,English,4093,19
2022-2023,MID,English,4094,20
2022-2023,MID,English,4095,39
2022-2023,MID,English,4096,31
2022-2023,MID,English,4098,0
2022-2023,MID,English,4099,61
2022-2023,MID,English,4100,39
2022-2023,MID,English,4101,42
2022-2023,MID,English,4102,10
2022-2023,MID,English,4103,30.5
2022-2023,MID,English,4104,51
2022-2023,MID,English,4105,39
2022-2023,MID,English,4106,41
2022-2023,MID,English,4107,45
2022-2023,MID,English,4296,69.5
2022-2023,MID,English,4297,31
2022-2023,MID,English,4298,78
2022-2023,MID,English,4299,0
2022-2023,MID,English,4301,65
2022-2023,MID,English,4302,67
2022-2023,MID,English,4303,74.5
2022-2023,MID,English,4304,35
2022-2023,MID,English,4305,47
2022-2023,MID,English,4310,12
2022-2023,MID,English,4317,46
2022-2023,MID,English,4319,49.5
2022-2023,MID,English,4320,51.5
2022-2023,MID,English,4321,48.5
2022-2023,MID,English,4322,17
2022-2023,MID,English,4323,37.5
2022-2023,MID,English,4324,71.5
2022-2023,MID,English,4325,62
2022-2023,MID,English,4326,43
2022-2023,MID,English,4327,30
2022-2023,MID,English,4328,38
2022-2023,MID,English,4329,19.5
2022-2023,MID,English,4330,73
2022-2023,MID,English,4331,69
2022-2023,MID,English,4334,62
2022-2023,MID,English,4335,57.5
2022-2023,MID,English,4336,72
2022-2023,MID,English,4337,45
2022-2023,MID,English,4338,75
2022-2023,MID,English,4339,79
2022-2023,MID,English,4340,59.5
2022-2023,MID,English,4342,69
2022-2023,MID,English,4344,0
2022-2023,MID,English,4345,72
2022-2023,MID,English,4349,22.5
2022-2023,MID,English,4350,74
2022-2023,MID,English,4351,79.5
2022-2023,MID,English,4352,58
2022-2023,MID,English,4353,77.5
2022-2023,MID,English,4354,44
2022-2023,MID,English,4357,51
2022-2023,MID,English,4358,43
2022-2023,MID,English,4360,29.5
2022-2023,MID,English,4361,33
2022-2023,MID,English,4362,33
2022-2023,MID,English,4363,42
2022-2023,MID,English,4364,6
2022-2023,MID,English,4446,78
2022-2023,MID,English,4447,71
2022-2023,MID,English,4489,68
2022-2023,MID,English,4492,19
2022-2023,MID,English,4494,42
2022-2023,MID,English,4496,66
2022-2023,MID,English,4499,79
2022-2023,MID,English,4500,16
2022-2023,MID,English,4501,68
2022-2023,MID,English,4502,78
2022-2023,MID,English,4504,21
2022-2023,MID,English,4536,42
2022-2023,MID,English,4546,28
2022-2023,MID,English,4548,33
2022-2023,MID,English,4549,71
2022-2023,MID,English,4550,64
2022-2023,MID,English,4551,47
2022-2023,MID,English,4552,22.5
2022-2023,MID,English,4554,67
2022-2023,MID,English,4556,47
2022-2023,MID,English,4557,26
2022-2023,MID,English,4560,20.5
2022-2023,MID,English,4561,27.5
2022-2023,MID,English,4563,71.5
2022-2023,MID,English,4564,29
2022-2023,MID,English,4565,58
2022-2023,MID,English,4567,29
2022-2023,MID,English,4568,75.5
2022-2023,MID,English,4569,55.5
2022-2023,MID,English,4570,76
2022-2023,MID,English,4571,65.5
2022-2023,MID,English,4572,15
2022-2023,MID,English,4573,35
2022-2023,MID,English,4574,79
2022-2023,MID,English,4576,37
2022-2023,MID,English,4579,7
2022-2023,MID,English,4599,21
2022-2023,MID,English,4605,65
2022-2023,MID,English,4606,75.5
2022-2023,MID,English,4608,41
2022-2023,MID,English,4609,79.5
2022-2023,MID,English,4610,36
2022-2023,MID,English,4613,36
2022-2023,MID,English,4614,35
2022-2023,MID,English,4616,29
2022-2023,MID,English,4617,72
2022-2023,MID,English,4619,21
2022-2023,MID,English,4620,66
2022-2023,MID,English,4621,43.5
2022-2023,MID,English,4622,47
2022-2023,MID,English,4623,37
2022-2023,MID,English,4624,50
2022-2023,MID,English,4625,75
2022-2023,MID,English,4626,51
2022-2023,MID,English,4627,41
2022-2023,MID,English,4628,76
2022-2023,MID,English,4629,56
2022-2023,MID,English,4633,0
2022-2023,MID,English,4634,30
2022-2023,MID,English,4638,30
2022-2023,MID,English,4639,60
2022-2023,MID,English,4640,66
2022-2023,MID,English,4641,38
2022-2023,MID,English,4642,29
2022-2023,MID,English,4643,50
2022-2023,MID,English,4644,45
2022-2023,MID,English,4645,79
2022-2023,MID,English,4646,76
2022-2023,MID,English,4649,42
2022-2023,MID,English,4650,22
2022-2023,MID,English,4653,66
2022-2023,MID,English,4654,42
2022-2023,MID,English,4655,64.5
2022-2023,MID,English,4656,15.5
2022-2023,MID,English,4657,78
2022-2023,MID,English,4658,77
2022-2023,MID,English,4659,50
2022-2023,MID,English,4660,52
2022-2023,MID,English,4661,27
2022-2023,MID,English,4663,60
2022-2023,MID,English,4664,49
2022-2023,MID,English,4665,42
2022-2023,MID,English,4666,68.5
2022-2023,MID,English,4667,55
2022-2023,MID,English,4668,41
2022-2023,MID,English,4671,71
2022-2023,MID,English,4672,23
2022-2023,MID,English,4674,35.5
2022-2023,MID,English,4675,48.5
2022-2023,MID,English,4676,60
2022-2023,MID,English,4677,77
2022-2023,MID,English,4678,77
2022-2023,MID,English,4683,55.5
2022-2023,MID,English,4686,37.5
2022-2023,MID,English,4687,25
2022-2023,MID,English,4688,59
2022-2023,MID,English,4689,20
2022-2023,MID,English,4690,24.5
2022-2023,MID,English,4691,60
2022-2023,MID,English,4694,72
2022-2023,MID,English,4701,0
2022-2023,MID,English,4702,0
2022-2023,MID,English,4703,0
2022-2023,MID,English,4705,0
2022-2023,MID,EVS,3340,69
2022-2023,MID,EVS,3341,65
2022-2023,MID,EVS,3342,78
2022-2023,MID,EVS,3344,0
2022-2023,MID,EVS,3345,74
2022-2023,MID,EVS,3346,65
2022-2023,MID,EVS,3347,54
2022-2023,MID,EVS,3348,23
2022-2023,MID,EVS,3349,61.5
2022-2023,MID,EVS,3350,64
2022-2023,MID,EVS,3353,47
2022-2023,MID,EVS,3354,30
2022-2023,MID,EVS,3355,34
2022-2023,MID,EVS,3356,74
2022-2023,MID,EVS,3357,18
2022-2023,MID,EVS,3358,75
2022-2023,MID,EVS,3359,63
2022-2023,MID,EVS,3360,65.5
2022-2023,MID,EVS,3361,53
2022-2023,MID,EVS,3362,67
2022-2023,MID,EVS,3363,79
2022-2023,MID,EVS,3364,35
2022-2023,MID,EVS,3365,55
2022-2023,MID,EVS,3366,0
2022-2023,MID,EVS,3368,19
2022-2023,MID,EVS,3369,72
2022-2023,MID,EVS,3370,57
2022-2023,MID,EVS,3371,75
2022-2023,MID,EVS,3372,55.5
2022-2023,MID,EVS,3373,56
2022-2023,MID,EVS,3374,28
2022-2023,MID,EVS,3375,46
2022-2023,MID,EVS,3376,80
2022-2023,MID,EVS,3377,43
2022-2023,MID,EVS,3378,30
2022-2023,MID,EVS,3379,50
2022-2023,MID,EVS,3380,27
2022-2023,MID,EVS,3381,80
2022-2023,MID,EVS,3382,32
